locus_tag	old_locus_tag	protein_id	GOfun	GOpro	GOfun_evidence	GOpro_evidence	product
AEP_RS01335	AEP_00261	WP_087493724.1	none	none	none	none	sulfite exporter TauE/SafE family protein
AEP_RS01340	AEP_00262	WP_087493725.1	none	none	none	none	SRPBCC family protein
AEP_RS01345	AEP_00263	WP_087493726.1	GO:0005515;GO:0047617	none	IEA;IEA	none	tol-pal system-associated acyl-CoA thioesterase
AEP_RS01350	AEP_00264	WP_087493727.1	none	none	none	none	DUF4405 domain-containing protein
AEP_RS01355	AEP_00265	WP_087493728.1	none	none	none	none	acyltransferase
AEP_RS01360	AEP_00266	WP_087493729.1	none	none	none	none	diguanylate cyclase
AEP_RS01365	AEP_00267	WP_087493730.1	GO:0005524	none	IEA	none	ATP-binding cassette domain-containing protein
AEP_RS01370	AEP_00268	WP_087493731.1	GO:0016788	none	IEA	none	M14 family metallopeptidase
AEP_RS01375	AEP_00269	WP_087493732.1	none	GO:0015837	none	IEA	ABC transporter permease subunit
AEP_RS01380	AEP_00270	WP_087493733.1	none	none	none	none	ABC transporter permease
AEP_RS01385	AEP_00271	WP_087497127.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS01390	AEP_00272	WP_087493734.1	GO:1904047	none	IEA	none	YgiQ family radical SAM protein
AEP_RS01395	AEP_00273	WP_087493735.1	none	none	none	none	inner membrane protein YiaA
AEP_RS01400	AEP_00274	WP_087493736.1	none	none	none	none	hypothetical protein
AEP_RS01405	AEP_00275	WP_157673002.1	none	none	none	none	TraB/GumN family protein
AEP_RS01410	AEP_00276	WP_087493738.1	GO:0003844;GO:0004553;GO:0043169	GO:0005975;GO:0005978	IEA;IEA;IEA	IEA;IEA	1,4-alpha-glucan branching protein GlgB
AEP_RS01415	AEP_00277	WP_232459900.1	GO:0004133	GO:0005980	IEA	IEA	glycogen debranching protein GlgX
AEP_RS01420	AEP_00278	WP_087493739.1	GO:0016868	GO:0005975	IEA	IEA	alpha-D-glucose phosphate-specific phosphoglucomutase
AEP_RS01425	AEP_00279	WP_170211787.1	GO:0008878	GO:0005978	IEA	IEA	glucose-1-phosphate adenylyltransferase
AEP_RS01430	AEP_00280	WP_087493741.1	GO:0004373	none	IEA	none	glycogen synthase GlgA
AEP_RS01435	AEP_00281	WP_087493742.1	none	none	none	none	glycogen/starch/alpha-glucan phosphorylase
AEP_RS01440	AEP_00282	WP_087493743.1	none	none	none	none	cold shock and DUF1294 domain-containing protein
AEP_RS01445	AEP_00283	WP_087493744.1	none	none	none	none	YebC/PmpR family DNA-binding transcriptional regulator
AEP_RS01450	AEP_00284	WP_087497129.1	none	none	none	none	DUF4118 domain-containing protein
AEP_RS01455	AEP_00285	WP_087493745.1	none	GO:0000160	none	IEA	response regulator
AEP_RS01460	AEP_00286	WP_087493746.1	none	none	none	none	potassium transporter Kup
AEP_RS01465	AEP_00287	WP_087493747.1	GO:0016747	none	IEA	none	acyltransferase family protein
AEP_RS01470	AEP_00288	WP_087497130.1	none	none	none	none	CoA transferase
AEP_RS20570	AEP_00289	WP_157673003.1	GO:0010181	none	IEA	none	flavodoxin domain-containing protein
AEP_RS01480	AEP_00290	WP_232459901.1	GO:0003676	none	IEA	none	3'-5' exonuclease
AEP_RS01485	AEP_00291	WP_087493750.1	none	none	none	none	MOSC domain-containing protein
AEP_RS01490	AEP_00292	WP_087493751.1	none	none	none	none	chemotaxis protein
AEP_RS01495	AEP_00293	WP_087493752.1	none	none	none	none	IclR family transcriptional regulator
AEP_RS01500	AEP_00294	WP_087493753.1	none	none	none	none	SDR family oxidoreductase
AEP_RS01505	AEP_00295	WP_087497131.1	none	none	none	none	sugar ABC transporter ATP-binding protein
AEP_RS01510	AEP_00296	WP_087497132.1	none	none	none	none	ABC transporter permease
AEP_RS01515	AEP_00297	WP_087493754.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS01520	AEP_00298	WP_087493755.1	none	none	none	none	fumarylacetoacetate hydrolase family protein
AEP_RS01525	AEP_00299	WP_087493756.1	none	none	none	none	L-fuconate dehydratase
AEP_RS01530	AEP_00300	WP_087493757.1	GO:0016787	none	IEA	none	amidohydrolase family protein
AEP_RS01535	AEP_00301	WP_087493758.1	none	none	none	none	SDR family oxidoreductase
AEP_RS01540	AEP_00302	WP_087493759.1	none	none	none	none	L-rhamnose mutarotase
AEP_RS01545	AEP_00303	WP_157673004.1	none	none	none	none	S53 family peptidase
AEP_RS01550	AEP_00304	WP_087493761.1	none	none	none	none	hypothetical protein
AEP_RS01555	AEP_00305	WP_087493762.1	none	none	none	none	hypothetical protein
AEP_RS01560	AEP_00306	WP_087493763.1	none	none	none	none	hypothetical protein
AEP_RS01565	AEP_00307	WP_087493764.1	none	none	none	none	DnaJ domain-containing protein
AEP_RS01575	AEP_00309	WP_087493765.1	none	none	none	none	NAD(P)/FAD-dependent oxidoreductase
AEP_RS01580	AEP_00310	WP_087493766.1	none	none	none	none	ferredoxin family protein
AEP_RS01585	AEP_00311	WP_087493767.1	GO:0003924;GO:0005525	none	IEA;IEA	none	GTP-binding protein
AEP_RS01590	AEP_00312	WP_087493768.1	GO:0004781	GO:0019419	IEA	IEA	sulfate adenylyltransferase subunit CysD
AEP_RS01595	AEP_00313	WP_087497133.1	GO:0003824;GO:0004604	GO:0019379	IEA;IEA	IEA	phosphoadenylyl-sulfate reductase
AEP_RS01600	AEP_00314	WP_087493769.1	none	none	none	none	DUF934 domain-containing protein
AEP_RS01605	AEP_00315	WP_087493770.1	none	none	none	none	nitrite/sulfite reductase
AEP_RS01610	AEP_00316	WP_087493771.1	none	none	none	none	sulfite exporter TauE/SafE family protein
AEP_RS01615	AEP_00317	WP_087493772.1	none	none	none	none	isopenicillin N synthase family oxygenase
AEP_RS01620	AEP_00318	WP_087493773.1	none	none	none	none	nucleoside hydrolase
AEP_RS01625	AEP_00319	WP_087493774.1	none	none	none	none	ribokinase
AEP_RS01630	AEP_00320	WP_087493775.1	none	none	none	none	carbohydrate kinase family protein
AEP_RS01635	AEP_00321	WP_087493776.1	none	none	none	none	pseudouridine-5'-phosphate glycosidase
AEP_RS01640	AEP_00323	WP_087493777.1	none	none	none	none	BMP family ABC transporter substrate-binding protein
AEP_RS01645	AEP_00324	WP_232459902.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS01650	AEP_00325	WP_087493779.1	none	none	none	none	ABC transporter permease
AEP_RS01655	AEP_00326	WP_087493780.1	none	none	none	none	ABC transporter permease
AEP_RS01660	AEP_00327	WP_087493781.1	none	none	none	none	hypothetical protein
AEP_RS01665	AEP_00328	WP_198301881.1	GO:0016491	none	IEA	none	FAD-dependent oxidoreductase
AEP_RS01670	AEP_00329	WP_087493783.1	GO:0005506	none	IEA	none	oxidative damage protection protein
AEP_RS01675	AEP_00330	WP_087497134.1	none	none	none	none	disulfide bond formation protein B
AEP_RS01680	AEP_00331	WP_087493784.1	GO:0004042	GO:0006526	IEA	IEA	amino-acid N-acetyltransferase
AEP_RS01685	AEP_00332	WP_087493785.1	GO:0004386	GO:0006139	IEA	IEA	ATP-dependent RNA helicase HrpA
AEP_RS01690	AEP_00333	WP_087493786.1	none	none	none	none	hypothetical protein
AEP_RS01695	AEP_00334	WP_232459903.1	none	none	none	none	PQQ-dependent sugar dehydrogenase
AEP_RS01700	AEP_00335	WP_087497135.1	none	none	none	none	pyridoxal phosphate-dependent aminotransferase
AEP_RS01705	AEP_00336	WP_087493788.1	none	none	none	none	CysB family HTH-type transcriptional regulator
AEP_RS01710	AEP_00337	WP_087493789.1	none	none	none	none	CbiX/SirB N-terminal domain-containing protein
AEP_RS01715	AEP_00338	WP_087493790.1	GO:0015221	GO:0015920	IEA	IEA	LPS export ABC transporter permease LptG
AEP_RS01720	AEP_00339	WP_087493791.1	GO:0015221	GO:0015920	IEA	IEA	LPS export ABC transporter permease LptF
AEP_RS01725	AEP_00340	WP_087493792.1	GO:0070006	GO:0019538	IEA	IEA	leucyl aminopeptidase
AEP_RS01730	none	WP_087493793.1	none	none	none	none	DNA polymerase III subunit chi
AEP_RS01735	AEP_00342	WP_087493794.1	none	none	none	none	hypothetical protein
AEP_RS01745	AEP_00344	WP_087493795.1	none	none	none	none	paraslipin
AEP_RS01750	AEP_00345	WP_087493796.1	none	none	none	none	NfeD family protein
AEP_RS01755	AEP_00346	WP_087493797.1	none	none	none	none	arginine/lysine/ornithine decarboxylase
AEP_RS01760	AEP_00347	WP_087493798.1	GO:0004318	GO:0006633	IEA	IEA	enoyl-ACP reductase FabI
AEP_RS01765	AEP_00348	WP_087493799.1	none	none	none	none	extracellular solute-binding protein
AEP_RS01770	AEP_00349	WP_087497136.1	none	GO:0055085	none	IEA	ABC transporter permease subunit
AEP_RS01775	AEP_00350	WP_087497137.1	none	none	none	none	ABC transporter permease
AEP_RS01780	AEP_00351	WP_087493800.1	GO:0005524	GO:0015833	IEA	IEA	dipeptide ABC transporter ATP-binding protein
AEP_RS01785	AEP_00352	WP_087493801.1	none	none	none	none	ribosome maturation factor RimP
AEP_RS01790	AEP_00353	WP_087493802.1	none	GO:0006353	none	IEA	transcription termination factor NusA
AEP_RS01795	AEP_00354	WP_087493803.1	GO:0003743	GO:0006413	IEA	IEA	translation initiation factor IF-2
AEP_RS01800	AEP_00355	WP_087493804.1	GO:0019843	GO:0006396	IEA	IEA	30S ribosome-binding factor RbfA
AEP_RS01805	AEP_00356	WP_087493805.1	GO:0004730	GO:0006400	IEA	IEA	tRNA pseudouridine(55) synthase TruB
AEP_RS01810	AEP_00357	WP_087493806.1	GO:0005525	GO:0006412;GO:0006950	IEA	IEA;IEA	translational GTPase TypA
AEP_RS01815	AEP_00358	WP_087493807.1	none	none	none	none	DMT family transporter
AEP_RS01820	AEP_00359	WP_087493808.1	none	none	none	none	enoyl-CoA hydratase/isomerase family protein
AEP_RS01825	AEP_00360	WP_087493809.1	none	none	none	none	anti-sigma factor
AEP_RS01830	AEP_00361	WP_087493810.1	GO:0003677;GO:0003700;GO:0016987	GO:0006352;GO:0006355	IEA;IEA;IEA	IEA;IEA	sigma-70 family RNA polymerase sigma factor
AEP_RS01835	AEP_00362	WP_087493811.1	none	none	none	none	hypothetical protein
AEP_RS01840	AEP_00363	WP_087493812.1	GO:0003723	none	IEA	none	SsrA-binding protein SmpB
AEP_RS01845	AEP_00364	WP_087493813.1	none	none	none	none	type II toxin-antitoxin system RatA family toxin
AEP_RS01850	AEP_00365	WP_087493814.1	none	none	none	none	RnfH family protein
AEP_RS01855	AEP_00366	WP_087493815.1	none	none	none	none	DUF4124 domain-containing protein
AEP_RS01860	AEP_00367	WP_087493816.1	GO:0003938	GO:0009152	IEA	IEA	IMP dehydrogenase
AEP_RS01865	AEP_00368	WP_087493817.1	GO:0003922;GO:0005524;GO:0016462	GO:0006177	IEA;IEA;IEA	IEA	glutamine-hydrolyzing GMP synthase
AEP_RS01870	AEP_00369	WP_232459904.1	none	none	none	none	EAL domain-containing protein
AEP_RS01875	AEP_00370	WP_087493818.1	GO:0008251;GO:0008270	GO:0002100	IEA;IEA	IEA	tRNA adenosine(34) deaminase TadA
AEP_RS01880	AEP_00371	WP_087493819.1	none	none	none	none	LD-carboxypeptidase
AEP_RS01885	AEP_00372	WP_157673007.1	none	none	none	none	hypothetical protein
AEP_RS01890	AEP_00374	WP_087493821.1	none	none	none	none	adenylate/guanylate cyclase domain-containing protein
AEP_RS01895	AEP_00375	WP_087493822.1	none	none	none	none	ankyrin repeat domain-containing protein
AEP_RS01900	AEP_00376	WP_087493823.1	none	none	none	none	TatD family hydrolase
AEP_RS01905	AEP_00377	WP_087493824.1	none	none	none	none	pilus assembly protein PilZ
AEP_RS01910	AEP_00378	WP_087493825.1	none	none	none	none	DNA polymerase III subunit delta'
AEP_RS01915	AEP_00379	WP_087493826.1	GO:0004798	GO:0015949	IEA	IEA	dTMP kinase
AEP_RS01920	AEP_00380	WP_087493827.1	GO:0008932	GO:0009252;GO:0071555	IEA	IEA;IEA	endolytic transglycosylase MltG
AEP_RS01925	AEP_00381	WP_087493828.1	none	none	none	none	folate-binding protein YgfZ
AEP_RS01930	AEP_00382	WP_087493829.1	none	none	none	none	protein phosphatase CheZ
AEP_RS01935	AEP_00383	WP_087493830.1	GO:0047617	none	IEA	none	YbgC/FadM family acyl-CoA thioesterase
AEP_RS01940	AEP_00384	WP_198301882.1	none	none	none	none	alpha/beta hydrolase
AEP_RS01945	AEP_00385	WP_087493832.1	none	none	none	none	iron-containing alcohol dehydrogenase
AEP_RS01950	AEP_00386	WP_232459905.1	none	none	none	none	alpha/beta hydrolase
AEP_RS01955	AEP_00387	WP_087493833.1	none	none	none	none	patatin-like phospholipase family protein
AEP_RS01960	AEP_00388	WP_087493834.1	none	none	none	none	HDOD domain-containing protein
AEP_RS01965	AEP_00389	WP_087493835.1	none	none	none	none	RNA-binding transcriptional accessory protein
AEP_RS01970	AEP_00390	WP_157673008.1	none	none	none	none	transporter substrate-binding domain-containing protein
AEP_RS01975	AEP_00391	WP_087493837.1	GO:0008168	none	IEA	none	methyltransferase
AEP_RS01980	AEP_00392	WP_087497140.1	none	none	none	none	VOC family protein
AEP_RS01985	AEP_00393	WP_157673009.1	none	none	none	none	DUF4304 domain-containing protein
AEP_RS01990	AEP_00394	WP_087493839.1	none	none	none	none	hypothetical protein
AEP_RS20815	AEP_00395	WP_198301883.1	none	none	none	none	hypothetical protein
AEP_RS01995	AEP_00396	WP_087497141.1	none	none	none	none	histone deacetylase
AEP_RS02000	AEP_00397	WP_232459906.1	none	none	none	none	EAL domain-containing protein
AEP_RS02005	AEP_00398	WP_087493840.1	none	none	none	none	methylamine utilization protein
AEP_RS02010	AEP_00399	WP_087493841.1	none	none	none	none	SDR family oxidoreductase
AEP_RS02015	AEP_00400	WP_087493842.1	GO:0008080	none	IEA	none	GNAT family N-acetyltransferase
AEP_RS02020	AEP_00401	WP_087493843.1	none	none	none	none	glutathione S-transferase family protein
AEP_RS02025	AEP_00402	WP_087493844.1	GO:0003995	none	IEA	none	isovaleryl-CoA dehydrogenase
AEP_RS02030	AEP_00403	WP_087493845.1	none	none	none	none	PaaI family thioesterase
AEP_RS02035	AEP_00404	WP_087493846.1	none	none	none	none	SDR family oxidoreductase
AEP_RS02040	AEP_00405	WP_087493847.1	none	none	none	none	hypothetical protein
AEP_RS02045	AEP_00406	WP_087493848.1	none	none	none	none	acyl-CoA dehydrogenase
AEP_RS02050	AEP_00407	WP_157673010.1	none	none	none	none	phage minor head protein
AEP_RS02055	AEP_00408	WP_087493850.1	none	none	none	none	DUF4406 domain-containing protein
AEP_RS02060	AEP_00409	WP_087493851.1	none	none	none	none	hypothetical protein
AEP_RS02065	AEP_00410	WP_087493852.1	none	none	none	none	DUF935 family protein
AEP_RS02070	AEP_00411	WP_087493853.1	none	none	none	none	phage terminase large subunit
AEP_RS02075	AEP_00412	WP_087493854.1	none	none	none	none	DUF1804 family protein
AEP_RS02080	AEP_00413	WP_087493855.1	none	none	none	none	hypothetical protein
AEP_RS21200	AEP_00414	WP_087493856.1	GO:0008270	none	IEA	none	TraR/DksA C4-type zinc finger protein
AEP_RS02090	AEP_00415	WP_087493857.1	none	none	none	none	hypothetical protein
AEP_RS02095	AEP_00416	WP_232459907.1	none	none	none	none	lytic transglycosylase domain-containing protein
AEP_RS02100	AEP_00417	WP_087493858.1	none	none	none	none	putative holin
AEP_RS02105	AEP_00418	WP_087493859.1	none	none	none	none	thermonuclease family protein
AEP_RS20575	AEP_00419	WP_198301884.1	none	none	none	none	hypothetical protein
AEP_RS02120	AEP_00420	WP_157673012.1	none	none	none	none	transcriptional regulator
AEP_RS02125	AEP_00421	WP_087493863.1	none	none	none	none	hypothetical protein
AEP_RS02130	AEP_00422	WP_087493864.1	none	none	none	none	hypothetical protein
AEP_RS02135	AEP_00423	WP_087493865.1	none	none	none	none	hypothetical protein
AEP_RS02140	AEP_00424	WP_087493866.1	none	none	none	none	Mu transposase C-terminal domain-containing protein
AEP_RS02145	AEP_00425	WP_087493867.1	none	none	none	none	AAA family ATPase
AEP_RS02150	AEP_00426	WP_087493868.1	none	none	none	none	hypothetical protein
AEP_RS02155	AEP_00427	WP_087493869.1	none	none	none	none	hypothetical protein
AEP_RS02160	AEP_00428	WP_087493870.1	none	none	none	none	DUF3164 family protein
AEP_RS02170	AEP_00430	WP_087493872.1	none	none	none	none	hypothetical protein
AEP_RS02175	AEP_00431	WP_087493873.1	none	none	none	none	DUF2786 domain-containing protein
AEP_RS02180	AEP_00432	WP_087493874.1	none	none	none	none	regulatory protein GemA
AEP_RS02185	AEP_00433	WP_087493875.1	none	none	none	none	hypothetical protein
AEP_RS02190	AEP_00434	WP_087493876.1	none	none	none	none	hypothetical protein
AEP_RS02195	AEP_00435	WP_087493877.1	none	none	none	none	hypothetical protein
AEP_RS02200	AEP_00436	WP_087493878.1	none	none	none	none	DUF2190 family protein
AEP_RS02205	AEP_00437	WP_087493879.1	none	none	none	none	hypothetical protein
AEP_RS20820	AEP_00438	WP_198301885.1	none	none	none	none	hypothetical protein
AEP_RS02215	AEP_00439	WP_087493880.1	none	none	none	none	DUF1320 family protein
AEP_RS02220	AEP_00440	WP_087493881.1	none	none	none	none	phage virion morphogenesis protein
AEP_RS02225	AEP_00441	WP_087493882.1	none	none	none	none	DUF1834 family protein
AEP_RS02230	AEP_00442	WP_087493883.1	none	none	none	none	hypothetical protein
AEP_RS02235	AEP_00443	WP_087493884.1	none	none	none	none	phage tail protein
AEP_RS02240	AEP_00444	WP_087493885.1	none	none	none	none	hypothetical protein
AEP_RS02245	AEP_00445	WP_232459908.1	none	none	none	none	hypothetical protein
AEP_RS02250	AEP_00446	WP_087493886.1	none	none	none	none	phage tail tape measure protein
AEP_RS02255	AEP_00447	WP_087493887.1	none	none	none	none	DNA circularization N-terminal domain-containing protein
AEP_RS02260	AEP_00448	WP_198301886.1	none	none	none	none	hypothetical protein
AEP_RS02265	AEP_00449	WP_087493888.1	none	none	none	none	phage baseplate assembly protein
AEP_RS02270	AEP_00450	WP_087493889.1	none	none	none	none	phage GP46 family protein
AEP_RS02275	AEP_00451	WP_087493890.1	none	none	none	none	baseplate J/gp47 family protein
AEP_RS02280	AEP_00452	WP_087493891.1	none	none	none	none	DUF2313 domain-containing protein
AEP_RS02285	AEP_00453	WP_087493892.1	none	none	none	none	hypothetical protein
AEP_RS02290	AEP_00454	WP_087493893.1	none	none	none	none	hypothetical protein
AEP_RS02295	AEP_00455	WP_087493894.1	none	none	none	none	hypothetical protein
AEP_RS02300	AEP_00456	WP_087493895.1	none	none	none	none	Gp49 family protein
AEP_RS02305	none	WP_087493896.1	none	none	none	none	Com family DNA-binding transcriptional regulator
AEP_RS02310	AEP_00457	WP_087493897.1	GO:0009007	GO:0032775	IEA	IEA	DNA adenine methylase
AEP_RS02315	AEP_00458	WP_087493898.1	GO:0016747	none	IEA	none	acetyl-CoA C-acyltransferase
AEP_RS02320	AEP_00459	WP_087493899.1	none	none	none	none	M20 family peptidase
AEP_RS02325	AEP_00460	WP_087493900.1	GO:0070403	GO:0006631	IEA	IEA	3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein
AEP_RS02330	AEP_00461	WP_087493901.1	GO:0016874	none	IEA	none	3-(methylthio)propionyl-CoA ligase
AEP_RS02335	AEP_00462	none	none	none	none	none	YdiU family protein
AEP_RS02340	AEP_00464	WP_087493902.1	GO:0033743	GO:0006979;GO:0030091	IEA	IEA;IEA	peptide-methionine (R)-S-oxide reductase MsrB
AEP_RS02345	AEP_00465	WP_087493903.1	none	none	none	none	septation protein A
AEP_RS02350	AEP_00466	WP_087493904.1	none	none	none	none	BolA family transcriptional regulator
AEP_RS02355	AEP_00467	WP_087493905.1	none	none	none	none	peptidylprolyl isomerase
AEP_RS02360	AEP_00468	WP_087493906.1	none	none	none	none	DUF1624 domain-containing protein
AEP_RS02365	AEP_00469	WP_157673013.1	none	none	none	none	MFS transporter
AEP_RS02370	AEP_00470	WP_087493908.1	none	none	none	none	U32 family peptidase
AEP_RS02375	AEP_00471	WP_232459909.1	none	none	none	none	hypothetical protein
AEP_RS02380	AEP_00472	WP_087493909.1	none	none	none	none	NAD(P)H-dependent oxidoreductase
AEP_RS02385	AEP_00473	WP_087493910.1	GO:0004642	none	IEA	none	phosphoribosylformylglycinamidine synthase
AEP_RS02390	AEP_00474	WP_087493911.1	none	GO:0036211	none	IEA	type I methionyl aminopeptidase
AEP_RS02395	AEP_00475	WP_087493912.1	GO:0008773	GO:0006807	IEA	IEA	[protein-PII] uridylyltransferase
AEP_RS02400	AEP_00476	WP_198301887.1	GO:0009975	GO:0009966	IEA	IEA	diguanylate cyclase
AEP_RS02405	AEP_00477	WP_087493914.1	GO:0042586	GO:0036211	IEA	IEA	peptide deformylase
AEP_RS02410	AEP_00478	WP_087493915.1	GO:0003677;GO:0003911	GO:0006260;GO:0006281	IEA;IEA	IEA;IEA	NAD-dependent DNA ligase LigA
AEP_RS02415	AEP_00479	WP_087493916.1	none	none	none	none	cell division protein FtsZ
AEP_RS02420	AEP_00480	WP_087493917.1	GO:0005524	GO:0007059;GO:0030261	IEA	IEA;IEA	chromosome segregation protein SMC
AEP_RS02425	AEP_00481	WP_087493918.1	none	none	none	none	hypothetical protein
AEP_RS02430	AEP_00482	WP_087493919.1	GO:0009016	GO:0019877	IEA	IEA	succinyldiaminopimelate transaminase
AEP_RS02435	AEP_00483	WP_087493920.1	GO:0008666	GO:0009089	IEA	IEA	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
AEP_RS02440	AEP_00484	WP_232459910.1	GO:0005524	GO:0043107	IEA	IEA	PilT/PilU family type 4a pilus ATPase
AEP_RS02445	AEP_00485	WP_087493921.1	GO:0009014	GO:0009089	IEA	IEA	succinyl-diaminopimelate desuccinylase
AEP_RS02450	AEP_00486	WP_087493922.1	GO:0008276;GO:0008757	GO:0018364;GO:0042273	IEA;IEA	IEA;IEA	50S ribosomal protein L3 N(5)-glutamine methyltransferase
