GID	SYMBOL	GENENAME
AEP_00473	WP_087493910.1	phosphoribosylformylglycinamidine synthase
AEP_00474	WP_087493911.1	type I methionyl aminopeptidase
AEP_00475	WP_087493912.1	[protein-PII] uridylyltransferase
AEP_00476	WP_198301887.1	diguanylate cyclase
AEP_00477	WP_087493914.1	peptide deformylase
AEP_00478	WP_087493915.1	NAD-dependent DNA ligase LigA
AEP_00479	WP_087493916.1	cell division protein FtsZ
AEP_00480	WP_087493917.1	chromosome segregation protein SMC
AEP_00481	WP_087493918.1	hypothetical protein
AEP_00482	WP_087493919.1	succinyldiaminopimelate transaminase
AEP_00483	WP_087493920.1	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
AEP_00484	WP_232459910.1	PilT/PilU family type 4a pilus ATPase
AEP_00485	WP_087493921.1	succinyl-diaminopimelate desuccinylase
AEP_00486	WP_087493922.1	50S ribosomal protein L3 N(5)-glutamine methyltransferase
AEP_00487	WP_087493923.1	ATP-binding cassette domain-containing protein
AEP_00490	WP_087497147.1	tRNA threonylcarbamoyladenosine dehydratase
AEP_00491	WP_087493924.1	tol-pal system protein YbgF
AEP_00492	WP_087493925.1	peptidoglycan-associated lipoprotein Pal
AEP_00493	WP_087493926.1	Tol-Pal system beta propeller repeat protein TolB
AEP_00494	WP_087493927.1	glycosyltransferase family 2 protein
AEP_00495	WP_087493928.1	glycosyltransferase family 2 protein
AEP_00496	WP_087493929.1	lipid A export permease/ATP-binding protein MsbA
AEP_00497	WP_087493930.1	polysaccharide deacetylase family protein
AEP_00498	WP_087493931.1	DUF6492 family protein
AEP_00499	WP_087493932.1	hypothetical protein
AEP_00500	WP_087493933.1	O-antigen ligase family protein
AEP_00501	WP_087493934.1	acyltransferase
AEP_00502	WP_087493935.1	glycosyltransferase
AEP_00503	WP_087493936.1	ribonuclease G
AEP_00504	WP_087493937.1	hypothetical protein
AEP_00505	WP_198301888.1	KilA-N domain-containing protein
AEP_00506	WP_157673014.1	HNH endonuclease
AEP_00507	WP_087493939.1	lysis system i-spanin subunit Rz
AEP_00508	WP_087493940.1	hypothetical protein
AEP_00509	WP_087493941.1	hypothetical protein
AEP_00510	WP_087493942.1	hypothetical protein
AEP_00511	WP_087493943.1	hypothetical protein
AEP_00512	WP_087493944.1	hypothetical protein
AEP_00513	WP_087493945.1	hypothetical protein
AEP_00514	WP_157673015.1	carbohydrate-binding protein
AEP_00515	WP_087493947.1	tape measure protein
AEP_00516	WP_257789657.1	DUF1799 domain-containing protein
AEP_00517	WP_087493949.1	hypothetical protein
AEP_00518	WP_087493950.1	hypothetical protein
AEP_00519	WP_087493951.1	hypothetical protein
AEP_00520	WP_087493952.1	hypothetical protein
AEP_00521	WP_087493953.1	phage major capsid protein
AEP_00522	WP_157673017.1	hypothetical protein
AEP_00523	WP_087493955.1	phage portal protein
AEP_00524	WP_087493956.1	hypothetical protein
AEP_00525	WP_087493957.1	hypothetical protein
AEP_00526	WP_087493958.1	phage terminase large subunit family protein
AEP_00527	WP_087493959.1	hypothetical protein
AEP_00528	WP_087493960.1	hypothetical protein
AEP_00529	WP_087493961.1	Rha family transcriptional regulator
AEP_00530	WP_087493962.1	hypothetical protein
AEP_00531	WP_157673018.1	hypothetical protein
AEP_00532	WP_087493964.1	hypothetical protein
AEP_00533	WP_087493965.1	hypothetical protein
AEP_00534	WP_087493966.1	DUF5906 domain-containing protein
AEP_00535	WP_087493967.1	hypothetical protein
none	WP_087493968.1	hypothetical protein
AEP_00536	WP_087493969.1	hypothetical protein
AEP_00537	WP_087493970.1	hypothetical protein
AEP_00538	WP_157673020.1	hypothetical protein
AEP_00539	WP_087493972.1	hypothetical protein
AEP_00540	WP_157673021.1	helix-turn-helix domain-containing protein
AEP_00541	WP_087493974.1	hypothetical protein
AEP_00542	WP_087493975.1	hypothetical protein
AEP_00543	WP_087493976.1	hypothetical protein
AEP_00544	WP_087493977.1	hypothetical protein
AEP_00545	WP_087493978.1	hypothetical protein
AEP_00546	WP_087493979.1	hypothetical protein
AEP_00547	WP_087493980.1	hypothetical protein
AEP_00548	WP_087493981.1	hypothetical protein
AEP_00549	WP_087493982.1	hypothetical protein
AEP_00550	WP_087493983.1	hypothetical protein
AEP_00551	WP_087493984.1	hypothetical protein
AEP_00552	WP_157673022.1	hypothetical protein
AEP_00555	WP_087493986.1	DUF551 domain-containing protein
AEP_00556	WP_087493987.1	AlpA family phage regulatory protein
AEP_00557	WP_087493988.1	integrase family protein
AEP_00558	WP_087497149.1	Maf family nucleotide pyrophosphatase
AEP_00559	WP_087493989.1	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
AEP_00560	WP_087493990.1	ribosome silencing factor
AEP_00561	WP_087493991.1	nicotinate (nicotinamide) nucleotide adenylyltransferase
AEP_00562	WP_087493992.1	oxygen-dependent coproporphyrinogen oxidase
AEP_00563	WP_157673023.1	1-acyl-sn-glycerol-3-phosphate acyltransferase
AEP_00564	WP_087493994.1	phosphoribosylamine--glycine ligase
AEP_00565	WP_087493995.1	YebC/PmpR family DNA-binding transcriptional regulator
AEP_00566	WP_087493996.1	DUF853 family protein
AEP_00567	WP_087493997.1	uracil phosphoribosyltransferase
AEP_00568	WP_087493998.1	amidohydrolase family protein
AEP_00569	WP_198301889.1	carbon-nitrogen hydrolase family protein
AEP_00570	WP_087497150.1	hypothetical protein
AEP_00571	WP_087494000.1	hypothetical protein
AEP_00572	WP_087494001.1	EVE domain-containing protein
AEP_00573	WP_157673024.1	hypothetical protein
AEP_00574	WP_087494003.1	oxidoreductase
AEP_00575	WP_087494004.1	AraC family transcriptional regulator
AEP_00576	WP_087494005.1	MAPEG family protein
AEP_00577	WP_087494006.1	heme-degrading domain-containing protein
AEP_00578	WP_087494007.1	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
AEP_00579	WP_087494008.1	alpha/beta hydrolase
AEP_00580	WP_087494009.1	3-hydroxybutyrate dehydrogenase
AEP_00581	WP_087494010.1	serine/threonine protein kinase
none	none	EAL domain-containing protein
AEP_00583	WP_087494012.1	bifunctional diguanylate cyclase/phosphodiesterase
AEP_00584	WP_087494013.1	hypothetical protein
AEP_00585	WP_087494014.1	two-component system response regulator OmpR
AEP_00586	WP_232459985.1	ATP-binding protein
AEP_00587	WP_087494015.1	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
AEP_00588	WP_232459911.1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
AEP_00589	WP_087497152.1	transcription-repair coupling factor
AEP_00590	WP_087494017.1	phosphoserine phosphatase SerB
AEP_00591	WP_087494018.1	alkaline phosphatase D family protein
AEP_00592	WP_087494019.1	DsbA family oxidoreductase
AEP_00593	WP_087494020.1	response regulator
AEP_00594	WP_087494021.1	PLP-dependent aminotransferase family protein
AEP_00595	WP_087494022.1	HDOD domain-containing protein
AEP_00596	WP_087494023.1	endonuclease III
AEP_00597	WP_087494024.1	HDOD domain-containing protein
AEP_00598	WP_087494025.1	vanadium-dependent haloperoxidase
AEP_00599	WP_198301890.1	CRTAC1 family protein
AEP_00600	WP_087494026.1	ROK family protein
AEP_00601	WP_087497154.1	ATP-binding cassette domain-containing protein
AEP_00602	WP_232459912.1	ABC transporter permease
AEP_00603	WP_087494027.1	substrate-binding domain-containing protein
AEP_00604	WP_087494028.1	histidine phosphatase family protein
AEP_00605	WP_087494029.1	adenosylcobinamide-GDP ribazoletransferase
AEP_00606	WP_232459913.1	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
AEP_00607	WP_087497157.1	cobyric acid synthase
AEP_00608	WP_198301891.1	alpha/beta hydrolase
AEP_00609	WP_087494031.1	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
AEP_00610	WP_087494032.1	adenosylcobinamide-phosphate synthase CbiB
AEP_00611	WP_087494033.1	cob(I)yrinic acid a,c-diamide adenosyltransferase
AEP_00612	WP_087497158.1	ABC transporter ATP-binding protein
AEP_00613	WP_087494034.1	iron ABC transporter permease
AEP_00614	WP_087497159.1	helical backbone metal receptor
AEP_00615	WP_087494035.1	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
AEP_00616	WP_087494036.1	ABC transporter substrate-binding protein
AEP_00617	WP_087494037.1	cobyrinate a,c-diamide synthase
AEP_00618	WP_087494038.1	TonB-dependent receptor
AEP_00619	WP_087494039.1	DUF904 domain-containing protein
AEP_00620	WP_087494040.1	cell division protein ZapA
AEP_00621	WP_087494041.1	sulfite exporter TauE/SafE family protein
AEP_00622	WP_087494042.1	DUF3391 domain-containing protein
AEP_00623	WP_087494043.1	acetoacetyl-CoA reductase
AEP_00624	WP_087494044.1	acetyl-CoA C-acetyltransferase
AEP_00625	WP_087494045.1	class I poly(R)-hydroxyalkanoic acid synthase
AEP_00626	WP_087494046.1	hypothetical protein
AEP_00627	WP_087494047.1	peptidoglycan editing factor PgeF
AEP_00628	WP_087494048.1	maleylacetoacetate isomerase
AEP_00629	WP_087494049.1	antibiotic biosynthesis monooxygenase
AEP_00630	WP_087494050.1	fumarylacetoacetate hydrolase family protein
AEP_00631	WP_087494051.1	NUDIX hydrolase
AEP_00632	WP_232459914.1	exonuclease domain-containing protein
AEP_00633	WP_087494052.1	hypothetical protein
AEP_00634	WP_087497161.1	thymidine kinase
AEP_00635	WP_087494053.1	site-specific integrase
AEP_00636	WP_087494054.1	MurR/RpiR family transcriptional regulator
AEP_00637	WP_087494055.1	ABC transporter substrate-binding protein
AEP_00638	WP_087494056.1	ABC transporter permease
AEP_00639	WP_087494057.1	D,D-dipeptide ABC transporter permease
AEP_00640	WP_087494058.1	ABC transporter ATP-binding protein
AEP_00641	WP_087494059.1	ABC transporter ATP-binding protein
AEP_00642	WP_087494060.1	D-alanyl-D-alanine dipeptidase
AEP_00643	WP_087494061.1	DUF4062 domain-containing protein
AEP_00644	WP_087494062.1	hypothetical protein
AEP_00645	WP_087494063.1	hypothetical protein
AEP_00646	WP_087494064.1	ATP-binding cassette domain-containing protein
AEP_00647	WP_157673025.1	hypothetical protein
AEP_00648	WP_087494066.1	AAA family ATPase
AEP_00649	WP_087494067.1	hypothetical protein
AEP_00650	WP_087494068.1	hypothetical protein
AEP_00651	WP_087494069.1	caspase family protein
AEP_00652	WP_087494070.1	hypothetical protein
AEP_00653	WP_087494071.1	RNA polymerase sigma factor
AEP_00654	WP_157673027.1	AAA family ATPase
AEP_00655	WP_087494073.1	hypothetical protein
AEP_00656	WP_087494074.1	DUF4852 domain-containing protein
AEP_00657	WP_087494075.1	pre-toxin TG domain-containing protein
AEP_00658	WP_232459986.1	DUF4230 domain-containing protein
AEP_00659	WP_087494077.1	hypothetical protein
AEP_00660	WP_198301892.1	TerB family tellurite resistance protein
AEP_00661	WP_087494078.1	hypothetical protein
AEP_00662	WP_087497162.1	NAD-dependent deacetylase
AEP_00663	WP_087494080.1	metallophosphoesterase
AEP_00664	WP_087494081.1	hypothetical protein
AEP_00665	WP_232459915.1	WYL domain-containing protein
AEP_00666	WP_198301893.1	ATP-binding protein
AEP_00667	WP_087494084.1	hypothetical protein
AEP_00668	WP_157673031.1	hypothetical protein
AEP_00669	WP_087494087.1	DUF2130 domain-containing protein
AEP_00670	WP_087494088.1	hypothetical protein
AEP_00671	WP_087494089.1	WYL domain-containing protein
AEP_00672	WP_087494090.1	AlpA family transcriptional regulator
AEP_00673	WP_157673032.1	hypothetical protein
AEP_00674	WP_157673033.1	AAA family ATPase
AEP_00675	WP_087494092.1	inovirus Gp2 family protein
AEP_00676	WP_087494093.1	type I restriction endonuclease
AEP_00677	WP_087494094.1	restriction endonuclease subunit S
AEP_00678	WP_087494095.1	type I restriction-modification system subunit M
AEP_00679	WP_087494096.1	hypothetical protein
AEP_00680	WP_087494097.1	AAA domain-containing protein
AEP_00681	WP_087494098.1	hypothetical protein
none	WP_087494099.1	hypothetical protein
AEP_00683	WP_087494100.1	DUF932 domain-containing protein
AEP_00684	WP_087494101.1	YqaJ viral recombinase family protein
AEP_00685	WP_087494102.1	hydrolase or metal-binding protein
AEP_00686	WP_087494103.1	hypothetical protein
AEP_00687	WP_087494104.1	hypothetical protein
AEP_00688	WP_087494105.1	hypothetical protein
AEP_00689	WP_157673034.1	hypothetical protein
AEP_00690	WP_087494107.1	UvrD-helicase domain-containing protein
AEP_00691	WP_087494108.1	topoisomerase DNA-binding C4 zinc finger domain-containing protein
AEP_00692	WP_232459917.1	DNA/RNA non-specific endonuclease
AEP_00693	WP_198301894.1	HNH endonuclease
AEP_00694	WP_157673035.1	FRG domain-containing protein
AEP_00696	WP_157673036.1	hypothetical protein
AEP_00697	WP_087494113.1	hypothetical protein
AEP_00698	WP_087494114.1	hypothetical protein
AEP_00699	WP_087497164.1	integron integrase
AEP_00701	WP_087494116.1	MerR family transcriptional regulator
AEP_00702	WP_087497165.1	integration host factor subunit alpha
AEP_00703	WP_087494117.1	phenylalanine--tRNA ligase subunit beta
AEP_00704	WP_087494118.1	phenylalanine--tRNA ligase subunit alpha
AEP_00705	WP_087494119.1	50S ribosomal protein L20
AEP_00706	WP_087497166.1	50S ribosomal protein L35
AEP_00707	WP_087494120.1	translation initiation factor IF-3
AEP_00708	WP_087494121.1	threonine--tRNA ligase
AEP_00709	WP_087494122.1	isocitrate lyase
AEP_00710	WP_087494123.1	type III glutamate--ammonia ligase
AEP_00711	WP_087494124.1	ABC transporter permease subunit
AEP_00712	WP_087494125.1	ABC transporter permease
AEP_00713	WP_087494126.1	polyamine ABC transporter ATP-binding protein
AEP_00714	WP_087494127.1	extracellular solute-binding protein
AEP_00715	WP_087494128.1	aspartate aminotransferase family protein
AEP_00716	WP_087494129.1	glutamine synthetase family protein
AEP_00717	WP_087494130.1	PLP-dependent aminotransferase family protein
AEP_00718	WP_087494131.1	FAD-binding oxidoreductase
AEP_00719	WP_087494132.1	agmatinase
AEP_00720	WP_087494133.1	DMT family transporter
AEP_00721	WP_087494134.1	ribonuclease E activity regulator RraA
AEP_00722	WP_087494135.1	hypothetical protein
AEP_00723	WP_087494136.1	ABC transporter permease subunit
AEP_00724	WP_087494137.1	ABC transporter permease subunit
AEP_00725	WP_087494138.1	ABC transporter ATP-binding protein
AEP_00726	WP_087494139.1	ABC transporter ATP-binding protein
AEP_00727	WP_087494140.1	ABC transporter substrate-binding protein
AEP_00728	WP_087494141.1	NAD(P)-binding protein
AEP_00729	WP_157673037.1	winged helix-turn-helix domain-containing protein
AEP_00730	WP_087494143.1	hypothetical protein
AEP_00731	WP_198301942.1	VOC family protein
AEP_00732	WP_198301895.1	thiamine pyrophosphate-binding protein
AEP_00733	WP_087497168.1	aminotransferase class V-fold PLP-dependent enzyme
AEP_00734	WP_087494145.1	Lrp/AsnC family transcriptional regulator
AEP_00735	WP_087494146.1	phenylalanine 4-monooxygenase
AEP_00736	WP_087494147.1	fumarylacetoacetase
AEP_00737	WP_087494148.1	VOC family protein
AEP_00738	WP_087494149.1	4-hydroxyphenylpyruvate dioxygenase
AEP_00739	WP_087494150.1	Lrp/AsnC family transcriptional regulator
AEP_00740	WP_087494151.1	hypothetical protein
AEP_00741	WP_157673038.1	OmpA family protein
AEP_00742	WP_087494153.1	BON domain-containing protein
AEP_00743	WP_087494154.1	hypothetical protein
AEP_00744	WP_087494155.1	hypothetical protein
AEP_00745	WP_157673039.1	sterol desaturase family protein
AEP_00746	WP_087494157.1	Crp/Fnr family transcriptional regulator
AEP_00747	WP_087494158.1	Crp/Fnr family transcriptional regulator
AEP_00748	WP_087494159.1	hypothetical protein
AEP_00749	WP_087494160.1	GGDEF domain-containing protein
AEP_00750	WP_087494161.1	hypothetical protein
AEP_00751	WP_087494162.1	hypothetical protein
AEP_00752	WP_157673040.1	hypothetical protein
AEP_00753	WP_087494164.1	glycine zipper 2TM domain-containing protein
AEP_00754	WP_087494165.1	MFS transporter
AEP_00755	WP_087494166.1	helix-turn-helix transcriptional regulator
AEP_00756	WP_198301896.1	PRC-barrel domain-containing protein
AEP_00757	WP_087494168.1	polyphosphate kinase 2 family protein
AEP_00758	WP_087497169.1	cupin domain-containing protein
AEP_00759	WP_087494169.1	pyridoxal-phosphate dependent enzyme
AEP_00760	WP_087494170.1	DUF427 domain-containing protein
AEP_00761	WP_087494171.1	ABC transporter substrate-binding protein
AEP_00762	WP_087494172.1	ABC transporter permease
AEP_00763	WP_087494173.1	ABC transporter ATP-binding protein
AEP_00764	WP_087497170.1	ABC transporter permease
AEP_00765	WP_087497171.1	carboxymuconolactone decarboxylase family protein
AEP_00766	WP_087494174.1	ATP-dependent chaperone ClpB
AEP_00767	WP_087494175.1	hypothetical protein
AEP_00768	WP_087494176.1	molybdenum cofactor biosynthesis protein MoaE
AEP_00769	WP_087497172.1	4-hydroxy-tetrahydrodipicolinate synthase
AEP_00770	WP_087494177.1	molybdopterin converting factor subunit 1
AEP_00771	WP_087494178.1	molybdopterin molybdotransferase MoeA
AEP_00772	WP_087494179.1	threonine synthase
AEP_00773	WP_087494180.1	homoserine dehydrogenase
AEP_00774	WP_087494181.1	pyridoxal phosphate-dependent aminotransferase
AEP_00775	WP_087494182.1	Mth938-like domain-containing protein
AEP_00776	WP_087494183.1	peroxiredoxin
AEP_00777	WP_087494184.1	PhoH family protein
AEP_00778	WP_087494185.1	replicative DNA helicase
AEP_00779	WP_087494186.1	50S ribosomal protein L9
AEP_00780	WP_029708819.1	30S ribosomal protein S18
AEP_00781	WP_257789658.1	primosomal replication protein N
AEP_00782	WP_087494188.1	30S ribosomal protein S6
AEP_00783	WP_087494189.1	VC_2705 family sodium/solute symporter
AEP_00784	WP_087494190.1	phosphoenolpyruvate synthase
AEP_00785	WP_087497173.1	kinase/pyrophosphorylase
AEP_00786	WP_232459919.1	DUF2325 domain-containing protein
AEP_00788	WP_087494192.1	bacterioferritin
AEP_00789	WP_087494193.1	sel1 repeat family protein
AEP_00790	WP_087494194.1	(2Fe-2S)-binding protein
AEP_00791	WP_087494195.1	TonB-dependent receptor
AEP_00792	WP_087494196.1	Fe2+-dependent dioxygenase
AEP_00793	WP_087494197.1	energy transducer TonB
AEP_00794	WP_087494198.1	MotA/TolQ/ExbB proton channel family protein
AEP_00795	WP_087494199.1	biopolymer transporter ExbD
AEP_00796	WP_087494200.1	hemin uptake protein HemP
AEP_00797	WP_087494201.1	heme-binding protein
AEP_00798	WP_087494202.1	Bax inhibitor-1/YccA family protein
AEP_00799	WP_232459920.1	hypothetical protein
AEP_00800	WP_087494203.1	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
AEP_00801	WP_087494204.1	sigma-70 family RNA polymerase sigma factor
AEP_00802	WP_087494205.1	peptidoglycan DD-metalloendopeptidase family protein
AEP_00803	WP_087494206.1	protein-L-isoaspartate(D-aspartate) O-methyltransferase
AEP_00804	WP_087494207.1	5'/3'-nucleotidase SurE
AEP_00805	WP_087494208.1	NADPH:quinone oxidoreductase family protein
